date,open,high,low,close,volume
1990-10-25,0.6703,0.6941,0.6445,0.6703,509400
1990-10-26,0.6703,0.6703,0.6187,0.6703,650700
1990-10-29,0.6941,0.6941,0.6445,0.6445,656402
1990-10-30,0.6703,0.6941,0.6187,0.6941,604202
1990-10-31,0.6703,0.6941,0.6445,0.6703,494402
1990-11-01,0.6703,0.7436,0.6703,0.7436,831002
1990-11-02,0.7199,0.7436,0.6941,0.6941,787802
1990-11-05,0.7436,0.819,0.7436,0.819,1750802
1990-11-06,0.819,0.819,0.7674,0.7813,498902
1990-11-07,0.819,0.819,0.7674,0.819,582300
1990-11-08,0.7674,0.819,0.7674,0.819,489002
1990-11-09,0.7932,0.8428,0.7932,0.819,290700
1990-11-12,0.8428,0.8666,0.8428,0.8428,663300
1990-11-13,0.8666,0.9182,0.8428,0.8924,511502
1990-11-14,0.9182,1.0173,0.8924,0.9796,858002
1990-11-15,0.9658,1.0173,0.9658,1.0034,431100
1990-11-16,0.9915,1.0411,0.9658,1.0173,867002
1990-11-19,1.0411,1.0411,0.9915,1.0411,523202
1990-11-20,0.9915,1.0411,0.9915,1.0173,457200
1990-11-21,0.9915,1.0907,0.9915,1.0788,1317002
1990-11-23,1.0907,1.1145,1.0411,1.0907,306302
1990-11-26,1.0649,1.1145,1.0649,1.1026,763502
1990-11-27,1.1026,1.1145,1.053,1.0907,482400
1990-11-28,1.0907,1.1145,1.0649,1.0788,306000
1990-11-29,1.0649,1.0907,1.0649,1.0907,189302
1990-11-30,1.0649,1.0907,1.0034,1.0173,417902
1990-12-03,0.9915,1.0173,0.942,0.9658,186602
1990-12-04,0.9658,1.0173,0.942,0.9658,518400
1990-12-05,0.942,1.0649,0.942,1.0411,757800
1990-12-06,1.0649,1.0907,1.0173,1.0411,261000
1990-12-07,1.0173,1.0649,1.0173,1.0173,453002
1990-12-10,1.0173,1.0411,0.9915,1.0173,458100
1990-12-11,0.9658,1.0173,0.9658,0.9915,19202
1990-12-12,0.9658,1.0173,0.9658,1.0173,92700
1990-12-13,1.0173,1.0173,0.9658,1.0173,98100
1990-12-14,0.9658,1.0173,0.9658,0.9658,115502
1990-12-17,0.9658,1.0649,0.9658,1.0411,469800
1990-12-18,1.0173,1.0649,1.0173,1.0649,435902
1990-12-19,1.0649,1.0649,1.0173,1.0411,90302
1990-12-20,1.0173,1.0411,0.9915,1.0292,291600
1990-12-21,1.0173,1.0411,0.9915,1.0173,360900
1990-12-24,1.0411,1.0649,0.9915,1.0173,199800
1990-12-26,1.0173,1.0173,0.9658,0.9915,200700
1990-12-27,0.9915,0.9915,0.9915,0.9915,134402
1990-12-28,0.9915,1.0173,0.9915,0.9915,63302
1990-12-31,0.9915,1.0173,0.9182,0.9658,282902
1991-01-02,0.942,0.9915,0.942,0.942,53402
1991-01-03,0.942,0.9915,0.942,0.942,77702
1991-01-04,0.942,0.9658,0.942,0.9658,45302
1991-01-07,0.942,0.942,0.8924,0.9182,258300
1991-01-08,0.8924,0.8924,0.7932,0.819,276300
1991-01-09,0.8428,0.8428,0.7932,0.7932,214502
1991-01-10,0.7932,0.819,0.7932,0.7932,222300
1991-01-11,0.8051,0.8428,0.7932,0.819,153000
1991-01-14,0.7674,0.8428,0.7674,0.8428,115200
1991-01-15,0.819,0.8924,0.819,0.8924,279900
1991-01-16,0.8924,0.8924,0.8428,0.8924,114602
1991-01-17,0.9182,1.0411,0.8924,1.0411,720302
1991-01-18,0.9915,1.0411,0.9658,1.0411,168300
1991-01-21,0.9658,1.0173,0.9182,0.942,114300
1991-01-22,0.9182,0.9915,0.9182,0.942,159300
1991-01-23,0.9915,1.0649,0.942,0.9915,361800
1991-01-24,0.9915,1.0411,0.9915,1.0173,386100
1991-01-25,0.9915,1.0649,0.9915,1.0411,759002
1991-01-28,1.0173,1.0649,1.0173,1.0292,228902
1991-01-29,1.0173,1.0649,1.0173,1.0173,252000
1991-01-30,1.0173,1.2394,1.0173,1.2394,1390500
1991-01-31,1.2136,1.2652,1.1403,1.2394,1161900
1991-02-01,1.1898,1.2394,1.166,1.2136,551700
1991-02-04,1.1898,1.2136,1.166,1.1898,558900
1991-02-05,1.1898,1.2136,1.166,1.1779,885002
1991-02-06,1.166,1.1898,1.1403,1.1403,234000
1991-02-07,1.1403,1.1403,0.9658,1.0173,732600
1991-02-08,0.9915,1.1145,0.9915,1.0649,1237802
1991-02-11,1.1145,1.166,1.0649,1.166,279302
1991-02-12,1.1145,1.1145,1.053,1.0907,214502
1991-02-13,1.0649,1.1145,1.0649,1.1026,164102
1991-02-14,1.0907,1.1403,1.0907,1.0907,720000
1991-02-15,1.1403,1.1898,1.0907,1.1898,377402
1991-02-19,1.1403,1.1898,1.1145,1.166,209700
1991-02-20,1.1145,1.1403,1.0907,1.1145,126302
1991-02-21,1.1145,1.1403,1.1145,1.1403,62402
1991-02-22,1.1145,1.2394,1.1145,1.1898,847800
1991-02-25,1.2136,1.2394,1.1898,1.1898,234302
1991-02-26,1.2136,1.2136,1.1403,1.1898,657000
1991-02-27,1.1403,1.1898,1.1403,1.1898,150602
1991-02-28,1.1898,1.2394,1.166,1.2136,100202
1991-03-01,1.166,1.2652,1.166,1.2394,368402
1991-03-04,1.2652,1.3505,1.2394,1.3386,1134302
1991-03-05,1.3128,1.3881,1.3128,1.3643,837900
1991-03-06,1.3643,1.4119,1.3643,1.4119,2032200
1991-03-07,1.3881,1.4119,1.3762,1.3881,209102
1991-03-08,1.4119,1.4377,1.3643,1.3881,839700
1991-03-11,1.4119,1.4119,1.3881,1.3881,1013702
1991-03-12,1.3643,1.3881,1.3128,1.3643,238500
1991-03-13,1.3386,1.3881,1.3386,1.3643,240300
1991-03-14,1.3643,1.3881,1.3386,1.3762,280202
1991-03-15,1.3386,1.3643,1.3386,1.3386,97200
1991-03-18,1.3386,1.3881,1.3386,1.3386,108000
1991-03-19,1.3643,1.3643,1.2652,1.3386,433800
1991-03-20,1.289,1.3386,1.289,1.3386,96602
1991-03-21,1.3386,1.3386,1.289,1.3128,133200
1991-03-22,1.3128,1.3643,1.3128,1.3128,900000
1991-03-25,1.3128,1.3881,1.3128,1.3881,205502
1991-03-26,1.3386,1.3881,1.3386,1.3643,167400
1991-03-27,1.3881,1.4377,1.3881,1.4119,900000
1991-03-28,1.4119,1.4119,1.3881,1.4119,362102
1991-04-01,1.4119,1.4377,1.3881,1.4377,372600
1991-04-02,1.4377,1.4635,1.4119,1.4635,1048802
1991-04-03,1.4377,1.4635,1.4377,1.4635,602100
1991-04-04,1.4377,1.4635,1.4377,1.4377,527400
1991-04-05,1.4635,1.4635,1.4119,1.4119,742802
1991-04-08,1.4377,1.5627,1.4119,1.5111,1184400
1991-04-09,1.5369,1.5627,1.4635,1.4873,642002
1991-04-10,1.5111,1.5369,1.4635,1.4873,778802
1991-04-11,1.5369,1.6856,1.5369,1.6856,3009002
1991-04-12,1.6856,1.7114,1.6598,1.6598,3181802
1991-04-15,1.636,1.6856,1.5865,1.636,1027800
1991-04-16,1.6122,1.636,1.5627,1.5865,767102
1991-04-17,1.5865,1.7848,1.5865,1.7848,2340000
1991-04-18,1.7848,1.8105,1.7352,1.7848,2487600
1991-04-19,1.7848,1.8105,1.7114,1.7114,1134000
1991-04-22,1.7114,1.7352,1.6856,1.7352,862502
1991-04-23,1.7352,1.7352,1.6598,1.7114,490500
1991-04-24,1.759,1.8105,1.7352,1.8105,526500
1991-04-25,1.8105,1.8839,1.759,1.8581,1207202
1991-04-26,1.8343,1.8581,1.8105,1.8581,601502
1991-04-29,1.8105,1.8343,1.7352,1.7848,909900
1991-04-30,1.7352,1.759,1.5865,1.636,483602
1991-05-01,1.6122,1.6856,1.5369,1.6598,648900
1991-05-02,1.6856,1.8105,1.6598,1.759,940500
1991-05-03,1.7848,1.7848,1.7352,1.759,403502
1991-05-06,1.759,1.8343,1.759,1.759,741902
1991-05-07,1.7848,1.8105,1.759,1.759,73202
1991-05-08,1.7352,1.7848,1.7352,1.7848,784202
1991-05-09,1.7848,1.8105,1.759,1.8105,685202
1991-05-10,1.8105,1.8105,1.7352,1.7352,408902
1991-05-13,1.7352,1.759,1.7114,1.7352,405900
1991-05-14,1.7352,1.759,1.7114,1.7352,412200
1991-05-15,1.6856,1.7114,1.6122,1.6122,397800
1991-05-16,1.6122,1.6598,1.6122,1.6598,34200
1991-05-17,1.636,1.6856,1.636,1.636,65102
1991-05-20,1.636,1.6598,1.636,1.636,64800
1991-05-21,1.6856,1.6856,1.636,1.636,82202
1991-05-22,1.6856,1.6856,1.636,1.636,671400
1991-05-23,1.636,1.7114,1.636,1.6856,297900
1991-05-24,1.636,1.6856,1.636,1.636,614102
1991-05-28,1.636,1.8343,1.636,1.8343,919800
1991-05-29,1.8343,1.8581,1.759,1.759,1379700
1991-05-30,1.7848,1.8343,1.7848,1.8105,870300
1991-05-31,1.7848,1.7848,1.7114,1.759,219600
1991-06-03,1.7114,1.7352,1.636,1.6598,424202
1991-06-04,1.6856,1.7352,1.636,1.7352,323402
1991-06-05,1.7848,1.8343,1.7352,1.7848,660902
1991-06-06,1.7848,1.8105,1.759,1.7848,202802
1991-06-07,1.7848,1.8105,1.759,1.7848,396302
1991-06-10,1.759,1.8105,1.7352,1.759,275400
1991-06-11,1.7848,1.8105,1.759,1.8105,1107000
1991-06-12,1.8105,1.8105,1.7352,1.7352,387000
1991-06-13,1.7352,1.7848,1.7352,1.7352,101700
1991-06-14,1.7352,1.7848,1.7352,1.7352,121500
1991-06-17,1.7848,1.7848,1.7352,1.759,100202
1991-06-18,1.759,1.8105,1.759,1.759,497102
1991-06-19,1.759,1.7848,1.7114,1.7352,231300
1991-06-20,1.7114,1.8105,1.7114,1.7848,226202
1991-06-21,1.759,1.8105,1.759,1.7848,153000
1991-06-24,1.759,1.7848,1.7352,1.759,238500
1991-06-25,1.7352,1.759,1.7352,1.7352,189000
1991-06-26,1.759,1.759,1.7114,1.759,178502
1991-06-27,1.7114,1.759,1.7114,1.7114,45302
1991-06-28,1.7352,1.7848,1.7114,1.7114,39002
1991-07-01,1.7114,1.759,1.7114,1.7352,117900
1991-07-02,1.759,1.759,1.6856,1.6856,210600
1991-07-03,1.6598,1.6856,1.6122,1.6122,78300
1991-07-05,1.636,1.636,1.6122,1.6122,36000
1991-07-08,1.5865,1.5865,1.5369,1.5865,164102
1991-07-09,1.5865,1.6122,1.5627,1.6122,445500
1991-07-10,1.5865,1.7352,1.5865,1.7352,353700
1991-07-11,1.7114,1.759,1.6856,1.7114,244800
1991-07-12,1.759,1.7848,1.7114,1.7848,543600
1991-07-15,1.7352,1.8105,1.7352,1.7848,140400
1991-07-16,1.8105,1.8581,1.7848,1.8343,1720800
1991-07-17,1.8105,1.8581,1.7848,1.8105,603900
1991-07-18,1.8343,1.8581,1.8105,1.8343,495900
1991-07-19,1.8343,1.8839,1.8343,1.8839,1036800
1991-07-22,1.8581,1.8839,1.8343,1.8839,387900
1991-07-23,1.8581,1.8839,1.8581,1.8839,375602
1991-07-24,1.8581,1.8839,1.8581,1.8839,478202
1991-07-25,1.8839,1.9097,1.8581,1.8581,627300
1991-07-26,1.8581,1.9097,1.8581,1.9097,442800
1991-07-29,1.9097,1.9097,1.8581,1.8839,502502
1991-07-30,1.8839,1.9335,1.8839,1.9335,674402
1991-07-31,1.9335,2.0326,1.9335,2.0069,1207202
1991-08-01,2.0326,2.0326,1.9573,1.9573,485402
1991-08-02,2.0069,2.0326,1.9573,1.9573,1336802
1991-08-05,1.9831,2.0069,1.9573,1.9831,439502
1991-08-06,2.0326,2.106,2.0069,2.0822,2258100
1991-08-07,2.106,2.106,2.0584,2.0822,1020902
1991-08-08,2.0584,2.1318,2.0584,2.1318,845402
1991-08-09,2.1318,2.1318,2.0822,2.106,801900
1991-08-12,2.106,2.3043,2.106,2.3043,1199102
1991-08-13,2.3043,2.3301,2.1318,2.1576,1100700
1991-08-14,2.1814,2.1814,2.0584,2.0584,1119002
1991-08-15,2.0584,2.106,2.0326,2.0584,531000
1991-08-16,2.106,2.106,2.0584,2.106,519300
1991-08-19,1.9831,2.0584,1.8839,2.0069,973202
1991-08-20,2.0326,2.1576,2.0326,2.106,1854000
1991-08-21,2.1576,2.2567,2.1318,2.1576,2564100
1991-08-22,2.1814,2.1814,2.1318,2.1814,842400
1991-08-23,2.1318,2.2052,2.1318,2.1576,338400
1991-08-26,2.1318,2.2309,2.1318,2.1814,533700
1991-08-27,2.1814,2.2309,2.1814,2.2309,346500
1991-08-28,2.2309,2.2567,2.1814,2.2052,339602
1991-08-29,2.2567,2.2567,2.2052,2.2567,522900
1991-08-30,2.2052,2.2567,2.2052,2.2567,220802
1991-09-03,2.2567,2.3043,2.2052,2.2805,655200
1991-09-04,2.2567,2.3043,2.2567,2.2567,402602
1991-09-05,2.2567,2.3043,2.2567,2.3043,432302
1991-09-06,2.2805,2.4035,2.2567,2.3797,1998302
1991-09-09,2.3797,2.4035,2.3301,2.3559,732600
1991-09-10,2.3559,2.3797,2.2567,2.2567,660902
1991-09-11,2.2567,2.2805,2.2309,2.2567,228902
1991-09-12,2.2805,2.2805,2.2309,2.2805,318002
1991-09-13,2.2805,2.2805,2.1576,2.2052,240602
1991-09-16,2.1576,2.2052,1.9335,1.9831,489600
1991-09-17,1.9335,2.106,1.9335,2.106,423302
1991-09-18,2.0822,2.1318,2.0822,2.106,126302
1991-09-19,2.106,2.1576,2.106,2.106,96300
1991-09-20,2.106,2.1814,2.106,2.1576,270000
1991-09-23,2.1814,2.2567,2.1318,2.2052,357300
1991-09-24,2.1814,2.2805,2.1814,2.2567,408902
1991-09-25,2.3301,2.3559,2.1814,2.2052,418802
1991-09-26,2.1814,2.1814,2.0584,2.0822,247802
1991-09-27,2.0822,2.0822,1.8343,1.9097,901800
1991-09-30,1.9097,1.9335,1.8581,1.9335,555300
1991-10-01,1.9335,1.9573,1.9097,1.9335,481802
1991-10-02,1.9573,1.9573,1.9097,1.9097,33602
1991-10-03,1.9335,1.9573,1.9097,1.9335,264600
1991-10-04,1.9097,1.9573,1.8581,1.9097,521100
1991-10-07,1.8343,1.8343,1.6856,1.7114,1159200
1991-10-08,1.6856,1.7352,1.6856,1.7352,1132502
1991-10-09,1.7352,1.759,1.7114,1.7352,853200
1991-10-10,1.759,1.8839,1.7352,1.8839,466200
1991-10-11,1.9097,2.1318,1.8839,2.1318,558000
1991-10-14,2.1318,2.2567,2.106,2.1318,1142100
1991-10-15,2.1576,2.1814,2.0822,2.0822,297900
1991-10-16,2.0822,2.2309,2.0069,2.2309,852300
1991-10-17,2.1576,2.4035,2.1576,2.3301,2528100
1991-10-18,2.3301,2.455,2.3301,2.3797,1294200
1991-10-21,2.3797,2.4035,2.3301,2.3559,637502
1991-10-22,2.3301,2.3559,2.2309,2.2309,247802
1991-10-23,2.2309,2.2309,2.0822,2.106,324302
1991-10-24,2.1318,2.1814,2.106,2.1576,142502
1991-10-25,2.0822,2.1318,2.0326,2.106,374400
1991-10-28,2.0584,2.2805,2.0584,2.2805,274802
1991-10-29,2.3797,2.4035,2.2567,2.3797,939600
1991-10-30,2.4293,2.5284,2.3301,2.4788,2340900
1991-10-31,2.5522,2.7267,2.5284,2.6514,4371602
1991-11-01,2.6514,2.7029,2.6038,2.6038,1610100
1991-11-04,2.6038,2.6038,2.5046,2.5284,482400
1991-11-05,2.578,2.6276,2.4293,2.5046,2324700
1991-11-06,2.4293,2.578,2.4293,2.578,972000
1991-11-07,2.5284,2.6276,2.5284,2.6038,456602
1991-11-08,2.578,2.6276,2.5284,2.5522,539100
1991-11-11,2.5284,2.5522,2.4788,2.5046,128700
1991-11-12,2.5522,2.6514,2.5284,2.6514,972302
1991-11-13,2.6038,2.6771,2.6038,2.6276,517802
1991-11-14,2.6276,2.7029,2.6276,2.6771,373500
1991-11-15,2.6276,2.6771,2.578,2.578,360302
1991-11-18,2.5284,2.5522,2.3301,2.5046,1552802
1991-11-19,2.5046,2.5284,2.4293,2.4293,741902
1991-11-20,2.455,2.5046,2.4293,2.4293,364500
1991-11-21,2.5046,2.5046,2.4293,2.455,54000
1991-11-22,2.455,2.5046,2.455,2.4788,261900
1991-11-25,2.5046,2.5046,2.455,2.455,286200
1991-11-26,2.4788,2.5046,2.4788,2.4788,498902
1991-11-27,2.4788,2.5046,2.4788,2.5046,58500
1991-11-29,2.4788,2.5046,2.4788,2.5046,53100
1991-12-02,2.4788,2.5046,2.4293,2.5046,505202
1991-12-03,2.455,2.5522,2.455,2.5284,880502
1991-12-04,2.5522,2.5522,2.455,2.5046,3396002
1991-12-05,2.4788,2.5522,2.3301,2.3559,891900
1991-12-06,2.3301,2.3301,2.1814,2.2309,724802
1991-12-09,2.2309,2.2805,2.2309,2.2309,167400
1991-12-10,2.1576,2.1814,1.9831,2.0326,1324800
1991-12-11,2.0326,2.0326,1.9831,2.0326,471902
1991-12-12,1.9831,2.1814,1.9831,2.1318,649800
1991-12-13,2.1814,2.1814,2.0822,2.1576,271202
1991-12-16,2.1576,2.1576,2.0584,2.0822,103802
1991-12-17,2.0822,2.106,2.0584,2.0584,58802
1991-12-18,2.0822,2.106,2.0069,2.106,571802
1991-12-19,2.0326,2.0822,2.0069,2.0584,137700
1991-12-20,2.0584,2.0822,1.9573,2.0069,697500
1991-12-23,2.0069,2.1576,1.9573,2.1318,957002
1991-12-24,2.2052,2.2052,2.1576,2.2052,548100
1991-12-26,2.2052,2.3797,2.2052,2.3559,826502
1991-12-27,2.3797,2.3797,2.3043,2.3797,431402
1991-12-30,2.3797,2.5046,2.3301,2.5046,313502
1991-12-31,2.5284,2.5284,2.4035,2.4788,1619402
1992-01-02,2.4035,2.4293,2.3559,2.3797,139500
1992-01-03,2.4035,2.455,2.4035,2.4293,412502
1992-01-06,2.4788,2.5046,2.4293,2.455,355500
1992-01-07,2.4788,2.7029,2.455,2.6514,1810800
1992-01-08,2.7029,2.8259,2.6514,2.7029,796500
1992-01-09,2.7267,2.9746,2.7029,2.8497,1325102
1992-01-10,2.8497,2.8754,2.6771,2.7029,546602
1992-01-13,2.7029,2.7505,2.6771,2.7505,633902
1992-01-14,2.7505,2.7763,2.7267,2.7505,440402
1992-01-15,2.7505,2.9508,2.7505,2.8497,1900202
1992-01-16,2.8259,2.8754,2.7267,2.7505,822600
1992-01-17,2.7029,2.7505,2.6771,2.7267,836100
1992-01-20,2.7763,2.8021,2.7267,2.7505,702900
1992-01-21,2.7763,2.7763,2.7029,2.7029,697802
1992-01-22,2.7029,2.8992,2.7029,2.8754,573300
1992-01-23,2.9508,2.9508,2.8259,2.8497,1293300
1992-01-24,2.8992,2.9508,2.8497,2.925,857102
1992-01-27,2.925,3.0738,2.8497,2.9746,1982102
1992-01-28,2.9984,3.0738,2.9508,2.9984,3182702
1992-01-29,2.9984,3.05,2.9746,2.9746,1062900
1992-01-30,2.9984,3.0242,2.9746,2.9984,814500
1992-01-31,2.9984,2.9984,2.9508,2.9508,603900
1992-02-03,2.9508,2.9984,2.8754,2.8754,155102
